Set,Reference,pval,odds.ratio,intersection,union,FDR_AdjP,Jaccard,Bonf_AdjP,BH_AdjP,name_full,group,OR.ci95.down,OR.ci95.up,gwas,model_ID,qvalue,star,pathway,Pvalue,FDR,neg_log10p
OPC,Protein.translation.at.presynapse (Re),0.0027929953201965,4.71924525290467,6,564,0.0792019150960258,0.0106382978723404,0.290471513300436,0.0792019150960258,AD,syngoAll,1.99969604697025,11.1373304912047,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.0027929953201965,0.0792019150960258,2.55392979198053
OPC,Presynaptic.ribosome (Re),0.00309771091862031,4.6109515875411,6,565,0.0792019150960258,0.0106194690265487,0.322161935536513,0.0792019150960258,AD,syngoAll,1.95612155220218,10.8688923337676,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.00309771091862031,0.0792019150960258,2.50895911346703
OPC,Synapse.adhesion.between.pre..And.post.synapse (Re),0.00316897164914781,5.62857630414073,5,551,0.0792019150960258,0.00907441016333938,0.329573051511372,0.0792019150960258,AD,syngoAll,2.17503999212273,14.565649977137,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.00316897164914781,0.0792019150960258,2.49908164615957
OPC,Postsynaptic.ribosome (Re),0.00346853633401283,3.88447521554158,7,582,0.0792019150960258,0.0120274914089347,0.360727778737335,0.0792019150960258,AD,syngoAll,1.76813022722606,8.53395720960526,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.00346853633401283,0.0792019150960258,2.45985375176885
OPC,Protein.translation.at.synapse (Re),0.00456934125553995,4.22601250409237,6,569,0.0792019150960258,0.0105448154657293,0.475211490576155,0.0792019150960258,AD,syngoAll,1.80045862720629,9.91924025072244,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.00456934125553995,0.0792019150960258,2.34014640599255
OPC,Protein.translation.at.postsynapse (Re),0.00456934125553995,4.22601250409237,6,569,0.0792019150960258,0.0105448154657293,0.475211490576155,0.0792019150960258,AD,syngoAll,1.80045862720629,9.91924025072244,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.0792019150960258,"",OPC_no_meta_analysis,0.00456934125553995,0.0792019150960258,2.34014640599255
OPC,Metabolism (Re),0.0147217183071244,2.8861836247615,7,603,0.218722671991562,0.0116086235489221,1,0.218722671991562,AD,syngoAll,1.3273480908105,6.27571318594731,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.218722671991563,"",OPC_no_meta_analysis,0.0147217183071244,0.218722671991562,1.83204149653726
OPC,Process.in.the.synapse (Re),0.0196478632282374,1.52159003725063,32,1241,0.255422221967086,0.0257856567284448,1,0.255422221967086,AD,syngoAll,1.05592691104744,2.19261031917802,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.255422221967086,"",OPC_no_meta_analysis,0.0196478632282374,0.255422221967086,1.70668467371831
OPC,Postsynaptic.density (Re),0.0342694788700522,1.88229127110493,12,737,0.396002866942825,0.0162822252374491,1,0.396002866942825,AD,syngoAll,1.04554354635876,3.38868757940961,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.396002866942825,"",OPC_no_meta_analysis,0.0342694788700522,0.396002866942825,1.46509249975985
OPC,Modification.of.postsynaptic.structure (Re),0.0506107035684241,3.88345928001558,3,547,0.477248281484178,0.00548446069469835,1,0.477248281484178,AD,syngoAll,1.17166519026157,12.8716429444936,AD__OPC_no_meta_analysis,OPC_no_meta_analysis,0.477248281484178,"",OPC_no_meta_analysis,0.0506107035684241,0.477248281484178,1.29575762527251
