Set,Reference,pval,odds.ratio,intersection,union,FDR_AdjP,Jaccard,Bonf_AdjP,BH_AdjP,name_full,group,OR.ci95.down,OR.ci95.up,gwas,model_ID,qvalue,star,pathway,Pvalue,FDR,neg_log10p
Astro,Trans.synaptic.signaling (Re),0.000343789384018628,2.89821349796743,16,818,0.0205571075459567,0.019559902200489,0.0357540959379373,0.0205571075459567,AD,syngoAll,1.71901893605364,4.88629956519484,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0205571075459567,*,Astro_no_meta_analysis,0.000343789384018628,0.0205571075459567,3.46370753815889
Astro,Synaptic.signaling (Re),0.000395328991268399,2.85818611573083,16,820,0.0205571075459567,0.0195121951219512,0.0411142150919135,0.0205571075459567,AD,syngoAll,1.69587077294333,4.81712875915545,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0205571075459567,*,Astro_no_meta_analysis,0.000395328991268399,0.0205571075459567,3.40304133570456
Astro,Postsynapse (Re),0.00113655540569204,1.81445048784847,36,1196,0.039400587397324,0.0301003344481605,0.118201762191972,0.039400587397324,AD,syngoAll,1.28262656200732,2.56678808187257,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0394005873973241,*,Astro_no_meta_analysis,0.00113655540569204,0.039400587397324,2.9444093880958
Astro,Chemical.synaptic.transmission (Re),0.00193508615275314,2.7253952214134,13,798,0.0441814773078362,0.0162907268170426,0.201248959886327,0.0441814773078362,AD,syngoAll,1.53106686393452,4.85137474258647,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0441814773078363,*,Astro_no_meta_analysis,0.00193508615275314,0.0441814773078362,2.71329969481438
Astro,Synapse (Re),0.00212410948595367,1.58153221187418,52,1543,0.0441814773078362,0.033700583279326,0.220907386539181,0.0441814773078362,AD,syngoAll,1.1821662663999,2.11581416953536,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0441814773078363,*,Astro_no_meta_analysis,0.00212410948595367,0.0441814773078362,2.67282310156418
Astro,Neurotransmitter.receptor.localization.to.postsynaptic.specialization.membrane (Re),0.00307811078397142,4.70131568447637,6,707,0.0533539202555047,0.00848656294200849,0.320123521533028,0.0533539202555047,AD,syngoAll,1.96313538628531,11.2587085534259,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0533539202555046,"",Astro_no_meta_analysis,0.00307811078397142,0.0533539202555047,2.51171575357483
Astro,Process.in.the.synapse (Re),0.00400222868704048,1.59545232654193,43,1383,0.0594616833503157,0.0310918293564714,0.41623178345221,0.0594616833503157,AD,syngoAll,1.16094061928009,2.19259114893107,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0594616833503157,"",Astro_no_meta_analysis,0.00400222868704048,0.0594616833503157,2.39769809943739
Astro,Integral.component.of.postsynaptic.membrane (Re),0.00609537361840237,2.91437235456693,9,754,0.0792398570392308,0.0119363395225464,0.633918856313846,0.0792398570392308,AD,syngoAll,1.45675405817962,5.83047369826972,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0792398570392308,"",Astro_no_meta_analysis,0.00609537361840237,0.0792398570392308,2.214999668973
Astro,Postsynaptic.modulation.of.chemical.synaptic.transmission (Re),0.00835014969102648,5.73351650727043,4,692,0.0927853031763035,0.00578034682080925,0.868415567866754,0.0927853031763035,AD,syngoAll,1.93508862141404,16.9879617787845,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0927853031763035,"",Astro_no_meta_analysis,0.00835014969102648,0.0927853031763035,2.07830573895902
Astro,Synapse.adhesion.between.pre..And.post.synapse (Re),0.0093182282062847,4.30398757482496,5,704,0.0927853031763035,0.00710227272727273,0.969095733453609,0.0927853031763035,AD,syngoAll,1.66467052746258,11.1279131447614,AD__Astro_no_meta_analysis,Astro_no_meta_analysis,0.0927853031763035,"",Astro_no_meta_analysis,0.0093182282062847,0.0927853031763035,2.03066665775166
