Set,Reference,pval,odds.ratio,intersection,union,FDR_AdjP,Jaccard,Bonf_AdjP,BH_AdjP,name_full,group,OR.ci95.down,OR.ci95.up,gwas,model_ID,qvalue,star,pathway,Pvalue,FDR,neg_log10p
Oligo,Modification.of.postsynaptic.actin.cytoskeleton (Re),0.00640251900089756,18.7283426941735,2,137,0.598788940468591,0.0145985401459854,0.665861976093346,0.598788940468591,AD,syngoAll,4.25896284215281,82.3559239819773,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.59878894046859,"",Oligo_no_meta_analysis,0.00640251900089756,0.598788940468591,2.19364912399226
Oligo,Modification.of.postsynaptic.structure (Re),0.0161916764327374,11.097292772607,2,148,0.598788940468591,0.0135135135135135,1,0.598788940468591,AD,syngoAll,2.60931992789955,47.1961699921133,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.59878894046859,"",Oligo_no_meta_analysis,0.0161916764327374,0.598788940468591,1.79070818350141
Oligo,Modification.of.synaptic.structure (Re),0.0172727578981324,10.7018903944037,2,149,0.598788940468591,0.0134228187919463,1,0.598788940468591,AD,syngoAll,2.52077154803664,45.4346837193695,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.59878894046859,"",Oligo_no_meta_analysis,0.0172727578981324,0.598788940468591,1.76263831418035
Oligo,Regulation.of.synapse.maturation (Re),0.065300429789836,16.5178361677677,1,130,0.938746034262736,0.00769230769230769,1,0.938746034262736,AD,syngoAll,2.07639742228397,131.400139846591,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.065300429789836,0.938746034262736,
Oligo,Presynaptic.endocytic.zone.membrane (Re),0.0778438076511698,13.5099607453909,1,132,0.938746034262736,0.00757575757575758,1,0.938746034262736,AD,syngoAll,1.73051238025917,105.471097129434,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.0778438076511698,0.938746034262736,
Oligo,Synapse.maturation (Re),0.084052749795409,12.3884240165004,1,133,0.938746034262736,0.0075187969924812,1,0.938746034262736,AD,syngoAll,1.59814889052408,96.0317593201696,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.084052749795409,0.938746034262736,
Oligo,Synaptic.vesicle.proton.loading (Re),0.0902202298886012,11.435404037914,1,134,0.938746034262736,0.00746268656716418,1,0.938746034262736,AD,syngoAll,1.48411539351031,88.1120606134527,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.0902202298886012,0.938746034262736,
Oligo,Postsynaptic.actin.cytoskeleton (Re),0.0963465225138671,10.6218045868871,1,135,0.938746034262736,0.00740740740740741,1,0.938746034262736,AD,syngoAll,1.38567705989237,81.4206541679921,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.0963465225138671,0.938746034262736,
Oligo,Synapse.organization (Re),0.0996836822919801,2.3417426404975,4,378,0.938746034262736,0.0105820105820106,1,0.938746034262736,AD,syngoAll,0.857875774200394,6.39225253730413,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.0996836822919801,0.938746034262736,1.0013759276517
Oligo,Presynaptic.endocytic.zone (Re),0.102431900451075,9.9101336183513,1,136,0.938746034262736,0.00735294117647059,1,0.938746034262736,AD,syngoAll,1.29866085038356,75.6246315614812,AD__Oligo_no_meta_analysis,Oligo_no_meta_analysis,0.938746034262734,"",Oligo_no_meta_analysis,0.102431900451075,0.938746034262736,
