Set,Reference,pval,odds.ratio,intersection,union,FDR_AdjP,Jaccard,Bonf_AdjP,BH_AdjP,name_full,group,OR.ci95.down,OR.ci95.up,gwas,model_ID,qvalue,star,pathway,Pvalue,FDR,neg_log10p
EN,Calcium.dependent.activation.of.synaptic.vesicle.fusion (Re),0.124445972249223,8.19911697930851,1,209,1,0.00478468899521531,1,1,BD,syngoAll,1.05344237587632,63.8150892538977,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.124445972249223,1,
EN,Synaptic.vesicle.priming (Re),0.134092608357144,7.51630125537302,1,210,1,0.00476190476190476,1,1,BD,syngoAll,0.97259721637012,58.0865168135779,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.134092608357144,1,
EN,Regulation.of.synaptic.vesicle.cycle (Re),0.14363349113649,6.93660398077634,1,211,1,0.004739336492891,1,1,BD,syngoAll,0.903014336434291,53.284286688203,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.14363349113649,1,
EN,Postsynaptic.actin.cytoskeleton (Re),0.153069774110202,6.44150743502356,1,212,1,0.00471698113207547,1,1,BD,syngoAll,0.842919710923614,49.225350288699,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.153069774110202,1,
EN,Presynaptic.active.zone.cytoplasmic.component (Re),0.180762372454596,5.30492691065525,1,215,1,0.00465116279069767,1,1,BD,syngoAll,0.702528351969037,40.0585249670246,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.180762372454596,1,
EN,Postsynaptic.cytoskeleton (Re),0.198721696411022,4.7454734404158,1,217,1,0.00460829493087558,1,1,BD,syngoAll,0.632153629988238,35.6234894579515,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.198721696411022,1,
EN,Integral.component.of.postsynaptic.density.membrane (Re),0.216113258733989,2.34644758140795,2,275,1,0.00727272727272727,1,1,BD,syngoAll,0.572380629679987,9.61915195378547,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.216113258733989,1,0.665318587960027
EN,Presynaptic.active.zone (Re),0.224210742888426,2.28683170466525,2,277,1,0.0072202166064982,1,1,BD,syngoAll,0.558088024241427,9.37056345649132,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.224210742888426,1,0.649343582350379
EN,Regulation.of.presynaptic.cytosolic.calcium.levels (Re),0.250282942223652,3.60596839887566,1,223,1,0.00448430493273543,1,1,BD,syngoAll,0.486192160070947,26.7445861154824,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.250282942223652,1,
EN,Modification.of.postsynaptic.structure (Re),0.274811753094854,3.21875163347613,1,226,1,0.00442477876106195,1,1,BD,syngoAll,0.435772227852163,23.7747185704547,BD__EN_no_meta_analysis,EN_no_meta_analysis,1,"",EN_no_meta_analysis,0.274811753094854,1,
